"","OBJECTID","SUBZONE_NO","SUBZONE_N","SUBZONE_C","CA_IND","PLN_AREA_N","PLN_AREA_C","REGION_N","REGION_C","INC_CRC","FMEL_UPD_D","X_ADDR","Y_ADDR","SHAPE_Leng","SHAPE_Area"
"0",1,1,"MARINA SOUTH","MSSZ01","Y","MARINA SOUTH","MS","CENTRAL REGION","CR","5ED7EB253F99252E","2014/12/05",31595.8357,29220.1873,5267.3810236,1630379.268
"1",2,1,"PEARL'S HILL","OTSZ01","Y","OUTRAM","OT","CENTRAL REGION","CR","8C7149B9EB32EEFC","2014/12/05",28679.0634,29782.0519,3506.1073755,559816.245449
"2",3,3,"BOAT QUAY","SRSZ03","Y","SINGAPORE RIVER","SR","CENTRAL REGION","CR","C35FEFF02B13E0E5","2014/12/05",29654.9594,29974.6553,1740.92576616,160807.497729
"3",4,8,"HENDERSON HILL","BMSZ08","N","BUKIT MERAH","BM","CENTRAL REGION","CR","3775D82C5DDBEFBD","2014/12/05",26782.8261,29933.7651,3313.62490378,595428.885968
"4",5,3,"REDHILL","BMSZ03","N","BUKIT MERAH","BM","CENTRAL REGION","CR","85D9ABEF0A40678F","2014/12/05",26201.958,30005.7035,2825.59409872,387429.439964
"5",6,7,"ALEXANDRA HILL","BMSZ07","N","BUKIT MERAH","BM","CENTRAL REGION","CR","9D286521EF5E3B59","2014/12/05",25358.8208,29991.3842,4428.91343557,1030378.78603
"6",7,9,"BUKIT HO SWEE","BMSZ09","N","BUKIT MERAH","BM","CENTRAL REGION","CR","7839A8577144EFE2","2014/12/05",27680.0627,30230.861,3275.31248846,551732.049494
"7",8,2,"CLARKE QUAY","SRSZ02","Y","SINGAPORE RIVER","SR","CENTRAL REGION","CR","48661DC0FBA09F7A","2014/12/05",29253.2073,30222.8645,2208.61929874,290184.652686
"8",9,13,"PASIR PANJANG 1","QTSZ13","N","QUEENSTOWN","QT","CENTRAL REGION","CR","1F721290C421BFAB","2014/12/05",22077.3383,29893.7812,6571.32308202,1084792.32059
"9",10,7,"QUEENSWAY","QTSZ07","N","QUEENSTOWN","QT","CENTRAL REGION","CR","3580D2AFFBEE914C","2014/12/05",24168.3106,30104.1768,3454.23928341,631644.289298
"10",11,12,"KENT RIDGE","QTSZ12","N","QUEENSTOWN","QT","CENTRAL REGION","CR","601BA309A1AAC731","2014/12/05",23464.8409,29725.3706,7439.5476563,1826848.56058
"11",12,6,"ALEXANDRA NORTH","BMSZ06","N","BUKIT MERAH","BM","CENTRAL REGION","CR","4DC4BF8D86594CBF","2014/12/05",26548.2507,30519.3922,2907.05146074,293706.398804
"12",13,1,"MARINA EAST","MESZ01","Y","MARINA EAST","ME","CENTRAL REGION","CR","782A2FAF53029A34","2014/12/05",32344.0489,30103.2495,6470.94964274,1844060.67468
"13",14,5,"INSTITUTION HILL","RVSZ05","Y","RIVER VALLEY","RV","CENTRAL REGION","CR","C3C22D1EE31757BD","2014/12/05",28465.3999,30711.2179,2842.52550488,392563.33976
"14",15,1,"ROBERTSON QUAY","SRSZ01","Y","SINGAPORE RIVER","SR","CENTRAL REGION","CR","DF71BB5EC3C9FFD1","2014/12/05",28416.8477,30409.3607,4995.75811436,506588.959751
"15",16,1,"JURONG ISLAND AND BUKOM","WISZ01","N","WESTERN ISLANDS","WI","WEST REGION","WR","699F7210FBF1AFA8","2014/12/05",13012.8805,27225.8674,68083.9364708,36707720.9188
"16",17,3,"SUDONG","WISZ03","N","WESTERN ISLANDS","WI","WEST REGION","WR","F718C723E08FBD51","2014/12/05",15931.7586,19579.069,24759.0657973,4207271.09353
"17",18,2,"SEMAKAU","WISZ02","N","WESTERN ISLANDS","WI","WEST REGION","WR","E69207D4F76DEEA3","2014/12/05",21206.3338,20465.8075,18703.6811404,4963787.10447
"18",19,2,"SOUTHERN GROUP","SISZ02","N","SOUTHERN ISLANDS","SI","CENTRAL REGION","CR","5809FC547293EA2D","2014/12/05",29815.09,23412.5866,25626.9771897,2206319.45627
"19",20,1,"SENTOSA","SISZ01","N","SOUTHERN ISLANDS","SI","CENTRAL REGION","CR","A6FCDC9C447952CB","2014/12/05",27593.9393,25813.3546,17496.1937369,4919132.36978
"20",21,17,"CITY TERMINALS","BMSZ17","N","BUKIT MERAH","BM","CENTRAL REGION","CR","9711879901A8487F","2014/12/05",28387.3388,27536.5671,16805.6555023,3449640.60707
"21",22,10,"ANSON","DTSZ10","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","4893F02202845C1D","2014/12/05",29145.35,28466.7783,1586.10005898,103238.482139
"22",23,1,"STRAITS VIEW","SVSZ01","Y","STRAITS VIEW","SV","CENTRAL REGION","CR","21451799CA1AB6EF","2014/12/05",30832.9017,28194.0843,5277.76082729,1127297.23737
"23",24,1,"MARITIME SQUARE","BMSZ01","N","BUKIT MERAH","BM","CENTRAL REGION","CR","C1AC31ABF9978DDB","2014/12/05",25805.7867,27911.4193,13737.116181,2701634.33975
"24",25,14,"TELOK BLANGAH WAY","BMSZ14","N","BUKIT MERAH","BM","CENTRAL REGION","CR","0F0735F1BDDF53C7","2014/12/05",26570.5173,28871.8922,2290.22726176,276826.812461
"25",26,7,"MAXWELL","DTSZ07","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","CB2D9FC5CAB792B1","2014/12/05",29392.0478,29096.7539,1419.80185707,63664.9667667
"26",27,8,"CECIL","DTSZ08","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","65AA82AF6F4D925D","2014/12/05",29730.1983,29011.3284,2116.09466694,196619.863187
"27",28,11,"KAMPONG TIONG BAHRU","BMSZ11","N","BUKIT MERAH","BM","CENTRAL REGION","CR","CF28DD4E7898CC7B","2014/12/05",27335.8305,28979.7731,3304.06046472,365333.426191
"28",29,13,"TELOK BLANGAH DRIVE","BMSZ13","N","BUKIT MERAH","BM","CENTRAL REGION","CR","54A4BD5ABBBDC5A8","2014/12/05",25280.2612,28791.4606,5317.78168432,1454827.64584
"29",30,14,"PASIR PANJANG 2","QTSZ14","N","QUEENSTOWN","QT","CENTRAL REGION","CR","C6E665749CEADED6","2014/12/05",23692.6385,28894.4099,5797.23131893,853206.571724
"30",31,11,"CENTRAL SUBZONE","DTSZ11","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","8EFE9EC1AEF2DA0A","2014/12/05",30125.8367,28683.0399,5002.01615114,1070723.25635
"31",32,5,"SINGAPORE GENERAL HOSPITAL","BMSZ05","N","BUKIT MERAH","BM","CENTRAL REGION","CR","91630902E00FD7B9","2014/12/05",28147.221,29131.0368,2915.28204786,533017.390733
"32",33,12,"DEPOT ROAD","BMSZ12","N","BUKIT MERAH","BM","CENTRAL REGION","CR","102DDFE3D40A95C9","2014/12/05",25244.2071,29407.094,4281.17268085,442502.827591
"33",34,2,"PEOPLE'S PARK","OTSZ02","Y","OUTRAM","OT","CENTRAL REGION","CR","B4120D23006C932A","2014/12/05",28831.7807,29419.6457,1822.1927178,93140.4376422
"34",35,2,"BUKIT MERAH","BMSZ02","N","BUKIT MERAH","BM","CENTRAL REGION","CR","1C51019439A68700","2014/12/05",26360.799,29384.1429,3074.96323452,411722.822583
"35",36,3,"CHINATOWN","OTSZ03","Y","OUTRAM","OT","CENTRAL REGION","CR","0FF1661344C84AED","2014/12/05",29153.9676,29158.0443,4297.59991003,587222.678854
"36",37,4,"PHILLIP","DTSZ04","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","615D4EDDEF809F8E","2014/12/05",29706.7242,29744.9079,871.554887798,39437.9352703
"37",38,5,"RAFFLES PLACE","DTSZ05","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","72107B11807074F4","2014/12/05",29968.6175,29572.7618,1872.7521612,188767.489706
"38",39,4,"CHINA SQUARE","OTSZ04","Y","OUTRAM","OT","CENTRAL REGION","CR","B609DF5587626C8F","2014/12/05",29509.6437,29646.4495,1605.27969734,133006.936012
"39",40,10,"TIONG BAHRU","BMSZ10","N","BUKIT MERAH","BM","CENTRAL REGION","CR","A0FB4B68155D164A","2014/12/05",27785.672,29590.3951,3303.21489952,448127.584441
"40",41,12,"BAYFRONT SUBZONE","DTSZ12","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","197F5E664DA4D5E1","2014/12/05",30806.2418,29530.167,2897.12642569,521200.522376
"41",42,4,"TIONG BAHRU STATION","BMSZ04","N","BUKIT MERAH","BM","CENTRAL REGION","CR","91FFE927ABE3E4DB","2014/12/05",27277.4698,29607.0237,2506.6879191,350787.561421
"42",43,6,"CLIFFORD PIER","DTSZ06","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","945CC212CA80626F","2014/12/05",30379.5041,29776.4334,2405.99092471,261843.896816
"43",44,5,"MARINA EAST (MP)","MPSZ05","N","MARINE PARADE","MP","CENTRAL REGION","CR","1575868DF0D30E32","2014/12/05",33715.6975,30512.2476,6657.15139269,1590339.79554
"44",45,3,"MARINA CENTRE","DTSZ03","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","2AB099523A1AEAD5","2014/12/05",30938.0985,30471.8267,4047.11116872,886954.8092
"45",46,3,"BRAS BASAH","MUSZ03","Y","MUSEUM","MU","CENTRAL REGION","CR","5A1130F73E65C2D7","2014/12/05",29793.0931,30958.0952,2348.65717267,223206.603187
"46",47,4,"OXLEY","RVSZ04","Y","RIVER VALLEY","RV","CENTRAL REGION","CR","5A22C0945D1794D2","2014/12/05",28802.3555,31053.6717,1989.48702648,200052.684827
"47",48,2,"CITY HALL","DTSZ02","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","C3663E9926627289","2014/12/05",30209.0736,30536.5079,4544.16984709,710568.702938
"48",49,6,"MEI CHIN","QTSZ06","N","QUEENSTOWN","QT","CENTRAL REGION","CR","F15BD95C8778DC31","2014/12/05",24651.0693,30651.134,3580.44285697,748683.995863
"49",50,4,"EAST COAST","MPSZ04","N","MARINE PARADE","MP","CENTRAL REGION","CR","768CE19AACFCB9EB","2014/12/05",36386.5261,31338.9016,5333.00867129,591778.999733
"50",51,11,"NATIONAL UNIVERSITY OF S'PORE","QTSZ11","N","QUEENSTOWN","QT","CENTRAL REGION","CR","247B3009E9665A6E","2014/12/05",21688.9243,30930.1213,5625.41689089,1755950.43882
"51",52,1,"ONE TREE HILL","RVSZ01","Y","RIVER VALLEY","RV","CENTRAL REGION","CR","0FF5E50B9581D2BE","2014/12/05",27315.5592,31563.7968,2464.41309401,340743.341645
"52",53,3,"SOMERSET","ORSZ03","Y","ORCHARD","OR","CENTRAL REGION","CR","F70C32D861DD6CA5","2014/12/05",28626.5611,31494.9048,3039.80523249,329437.9332
"53",54,9,"BENCOOLEN","RCSZ09","Y","ROCHOR","RC","CENTRAL REGION","CR","CF8BBFA03E1B0246","2014/12/05",29999.0626,31594.594,1916.09754822,170664.304517
"54",55,3,"LEONIE HILL","RVSZ03","Y","RIVER VALLEY","RV","CENTRAL REGION","CR","29BCAA5838A4EAC0","2014/12/05",28082.9397,31145.1079,2676.35256334,368482.98826
"55",56,15,"PORT","QTSZ15","N","QUEENSTOWN","QT","CENTRAL REGION","CR","543ED13CCC907021","2014/12/05",21576.0765,28788.2172,23438.818536,7601893.99532
"56",57,1,"DHOBY GHAUT","MUSZ01","Y","MUSEUM","MU","CENTRAL REGION","CR","AD3DE26295353551","2014/12/05",29320.0735,31245.7483,2584.78830957,221973.341827
"57",58,1,"BUGIS","DTSZ01","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","E042FEB6C937D5A5","2014/12/05",30528.3347,31278.4644,2658.88164763,280174.766696
"58",59,10,"VICTORIA","RCSZ10","Y","ROCHOR","RC","CENTRAL REGION","CR","DD1436D810825828","2014/12/05",30189.2101,31335.7252,2093.77023342,214250.298128
"59",60,2,"PATERSON","RVSZ02","Y","RIVER VALLEY","RV","CENTRAL REGION","CR","350FD169665248C4","2014/12/05",27809.3171,31511.3733,1753.92708041,173121.77362
"60",61,15,"TELOK BLANGAH RISE","BMSZ15","N","BUKIT MERAH","BM","CENTRAL REGION","CR","92F3596780DFCCEA","2014/12/05",27029.9638,28501.6649,3713.83818129,533671.253136
"61",62,9,"TANJONG PAGAR","DTSZ09","Y","DOWNTOWN CORE","DT","CENTRAL REGION","CR","4FFE6642FB35D40A","2014/12/05",29397.831,28706.3515,1787.71045089,145518.663868
"62",63,16,"EVERTON PARK","BMSZ16","N","BUKIT MERAH","BM","CENTRAL REGION","CR","CF9CAD50B0D9A528","2014/12/05",28333.5771,28602.9926,3776.68338771,635704.056667
"63",64,4,"TANGLIN HALT","QTSZ04","N","QUEENSTOWN","QT","CENTRAL REGION","CR","5903D38684211B10","2014/12/05",23925.4408,31512.7857,3556.22909388,503220.751387
"64",65,6,"MACKENZIE","RCSZ06","Y","ROCHOR","RC","CENTRAL REGION","CR","D51BAF9568A828F4","2014/12/05",29680.0182,32062.9263,1216.48063087,55681.2824833
"65",66,3,"SUNGEI ROAD","RCSZ03","Y","ROCHOR","RC","CENTRAL REGION","CR","31DE89B5FC57F46A","2014/12/05",30601.3445,32003.1028,1727.96350256,116329.996565
"66",67,8,"ONE NORTH","QTSZ08","N","QUEENSTOWN","QT","CENTRAL REGION","CR","D437A9A68F04D2D4","2014/12/05",23299.2437,31176.1605,6591.90791444,2051652.62174
"67",68,5,"TANJONG RHU","KLSZ05","N","KALLANG","KL","CENTRAL REGION","CR","928DCE8E44F904C8","2014/12/05",32740.1208,31438.3084,6515.75857503,2434594.02911
"68",69,1,"MOUNTBATTEN","MPSZ01","N","MARINE PARADE","MP","CENTRAL REGION","CR","A9F9036C2E4F7623","2014/12/05",34449.7044,31557.7446,5430.26706103,1713623.00464
"69",70,3,"COMMONWEALTH","QTSZ03","N","QUEENSTOWN","QT","CENTRAL REGION","CR","2423D1D91E730899","2014/12/05",24278.7709,31919.97,2713.42997115,310513.647374
"70",71,10,"DOVER","QTSZ10","N","QUEENSTOWN","QT","CENTRAL REGION","CR","D79DDCEC02F8DF37","2014/12/05",22015.5324,31800.5247,5637.72200807,1386643.31588
"71",72,3,"RIDOUT","TNSZ03","N","TANGLIN","TN","CENTRAL REGION","CR","664D9D93F09E7CD1","2014/12/05",25568.3077,31752.6686,6450.97287923,1951865.75496
"72",73,4,"CAIRNHILL","NTSZ04","Y","NEWTON","NT","CENTRAL REGION","CR","8B79CA72836AD7A6","2014/12/05",28482.6672,32108.1919,3853.9004233,452471.831819
"73",74,8,"CLEMENTI WEST","CLSZ08","N","CLEMENTI","CL","WEST REGION","WR","22F5FFEEEB8E5284","2014/12/05",20184.3508,31651.8834,5211.86752843,697501.714348
"74",75,6,"TUAS VIEW EXTENSION","TSSZ06","N","TUAS","TS","WEST REGION","WR","D2A66C8A6232EA9A","2014/12/05",5092.8949,26137.8735,54928.0938742,27710950.0754
"75",76,5,"MONK'S HILL","NTSZ05","Y","NEWTON","NT","CENTRAL REGION","CR","23972F8A61891E05","2014/12/05",28922.8456,32259.7856,2446.73341643,171720.62073
"76",77,7,"SIGLAP","BDSZ07","N","BEDOK","BD","EAST REGION","ER","9483FA426FD007AE","2014/12/05",38435.4679,32101.8812,5436.89053335,1097833.70302
"77",78,7,"CLEMENTI WOODS","CLSZ07","N","CLEMENTI","CL","WEST REGION","WR","F01FB50693FE0377","2014/12/05",20764.198,31824.7421,5275.7493598,1053493.74727
"78",79,5,"PIONEER SECTOR","PNSZ05","N","PIONEER","PN","WEST REGION","WR","F3241D6C0FEF13ED","2014/12/05",8872.7501,31423.4434,8489.98257786,2796006.82811
"79",80,10,"PENJURU CRESCENT","JESZ10","N","JURONG EAST","JE","WEST REGION","WR","BC263278706376DE","2014/12/05",17651.309,31799.6102,9876.04909187,3049720.08234
"80",81,1,"ORANGE GROVE","NTSZ01","Y","NEWTON","NT","CENTRAL REGION","CR","136BF08C36E3A625","2014/12/05",27668.1841,32484.764,2476.24629755,336221.494096
"81",82,4,"KAMPONG BUGIS","KLSZ04","N","KALLANG","KL","CENTRAL REGION","CR","0524461C92F35D94","2014/12/05",32138.2216,32275.6907,4018.1276215,741437.992244
"82",83,2,"BOULEVARD","ORSZ02","Y","ORCHARD","OR","CENTRAL REGION","CR","B26DFAF98B8F3E52","2014/12/05",27916.9271,31967.0064,4109.23134961,460550.429848
"83",84,6,"ISTANA NEGARA","NTSZ06","Y","NEWTON","NT","CENTRAL REGION","CR","A2FE23F6A19B509D","2014/12/05",29226.8284,31963.2894,3730.3410543,543483.68099
"84",85,2,"LITTLE INDIA","RCSZ02","Y","ROCHOR","RC","CENTRAL REGION","CR","BEC03B4580EB622F","2014/12/05",30307.5102,32122.9908,2203.28025819,278303.543296
"85",86,4,"GUL BASIN","PNSZ04","N","PIONEER","PN","WEST REGION","WR","482D973AA378FFF0","2014/12/05",10327.4233,31746.7616,9465.2221829,1769495.16101
"86",87,2,"FORT CANNING","MUSZ02","Y","MUSEUM","MU","CENTRAL REGION","CR","B3E02024E600E8BA","2014/12/05",29413.9718,30713.0723,2585.22940432,385093.113447
"87",88,8,"FARRER COURT","BTSZ08","N","BUKIT TIMAH","BT","CENTRAL REGION","CR","709639180E81EC72","2014/12/05",24862.8217,33234.7951,4192.28952799,558760.531596
"88",89,5,"TUAS VIEW","TSSZ05","N","TUAS","TS","WEST REGION","WR","AE9636556732D218","2014/12/05",5753.6337,31501.4549,11013.6244854,5675810.84629
"89",90,1,"NASSIM","TNSZ01","N","TANGLIN","TN","CENTRAL REGION","CR","960862F1C1B08BFA","2014/12/05",27002.6928,32905.576,6241.33287686,2096085.23018
"90",91,5,"WEST COAST","CLSZ05","N","CLEMENTI","CL","WEST REGION","WR","0BE668D9B5368B3F","2014/12/05",19293.7625,33172.6228,3644.13182846,722588.683702
"91",92,8,"BAYSHORE","BDSZ08","N","BEDOK","BD","EAST REGION","ER","9767E56D0C09A484","2014/12/05",40835.377,32903.5965,8698.59695849,2550461.67338
"92",93,3,"BENOI SECTOR","PNSZ03","N","PIONEER","PN","WEST REGION","WR","7CD74371F5BAD860","2014/12/05",11668.2441,33336.5267,6249.47706765,2042630.98025
"93",94,2,"GUL CIRCLE","PNSZ02","N","PIONEER","PN","WEST REGION","WR","029BD940F4455194","2014/12/05",9693.9712,33074.429,7268.45075202,3260399.45892
"94",95,2,"CHATSWORTH","TNSZ02","N","TANGLIN","TN","CENTRAL REGION","CR","06B9FD8607810069","2014/12/05",26896.4019,31045.0187,5469.44109516,1346152.77734
"95",96,5,"KAMPONG GLAM","RCSZ05","Y","ROCHOR","RC","CENTRAL REGION","CR","DCC789993ED54477","2014/12/05",30934.989,31623.1483,1681.62699512,171334.391974
"96",97,8,"SELEGIE","RCSZ08","Y","ROCHOR","RC","CENTRAL REGION","CR","E8FA232C5BEEA956","2014/12/05",29817.3304,31611.0039,1478.0499695,49626.0183312
"97",98,7,"MOUNT EMILY","RCSZ07","Y","ROCHOR","RC","CENTRAL REGION","CR","D8225E737A6496B4","2014/12/05",29583.2555,31639.481,2301.23030004,193992.345278
"98",99,4,"ROCHOR CANAL","RCSZ04","Y","ROCHOR","RC","CENTRAL REGION","CR","6DFA7E9068F7B4CE","2014/12/05",30693.783,31819.1316,1686.00945279,120171.321214
"99",100,9,"CRAWFORD","KLSZ09","N","KALLANG","KL","CENTRAL REGION","CR","97A1E6DEEC6C442D","2014/12/05",31396.8906,31457.287,4634.78429572,850853.913774
"100",101,5,"MARGARET DRIVE","QTSZ05","N","QUEENSTOWN","QT","CENTRAL REGION","CR","F7ADADFB700DFB84","2014/12/05",25202.7614,31065.9731,5969.64503933,1026467.39276
"101",102,1,"TANGLIN","ORSZ01","Y","ORCHARD","OR","CENTRAL REGION","CR","876C892801F74239","2014/12/05",27162.8757,31905.7324,1864.48866532,167537.065384
"102",103,3,"MARINE PARADE","MPSZ03","N","MARINE PARADE","MP","CENTRAL REGION","CR","44613908A004F20C","2014/12/05",36263.9827,31684.2656,6019.27909596,1160017.47826
"103",104,7,"JURONG RIVER","JESZ07","N","JURONG EAST","JE","WEST REGION","WR","4B0C61FF99008ACC","2014/12/05",16367.556,33519.9926,6612.90323098,2560995.93713
"104",105,2,"GEYLANG BAHRU","KLSZ02","N","KALLANG","KL","CENTRAL REGION","CR","F1279A5E67F0E58D","2014/12/05",32110.0626,33765.6746,3745.03401723,735502.226424
"105",106,3,"FABER","CLSZ03","N","CLEMENTI","CL","WEST REGION","WR","180FC14DBEF3A0A4","2014/12/05",19489.6559,33800.8662,4665.75598129,948158.913543
"106",107,3,"MALCOLM","NVSZ03","N","NOVENA","NV","CENTRAL REGION","CR","554AD3E3224BB5DD","2014/12/05",28070.2584,33930.2568,5346.80971968,1321089.88086
